,MINERAL_DEPOSIT_NO,DEPOSIT_NAME,COMMODITY_CODE,COMMODITY_NAME,COMMODITY_CONFIDENCE,SIGNIFICANCE,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,flag
203,218,WIRRANDA,GRPH,Graphite,,MAJOR,209815,573716.67,6188680.68,53,135.80240869999997,-34.440751399999996,135.80239890000001,-34.4407372,0
3456,4571,FAEHRMANNS,QTZE,Quartzite,,MAJOR,477715,298270.69,6121011.5,54,138.78859619999997,-35.0334545,138.7885858,-35.033440399999996,0
7523,8796,FAIR NELL,Cu,Copper,,MAJOR,1376039,709974.97,6492972.44,53,137.21508359999999,-31.6793534,137.2150737,-31.6793393,0
1880,3001,MANXMAN A1,Au,Gold,,MINOR,307469,537930.77,6717721.47,53,135.391986,-29.6699523,135.3919764,-29.669938199999997,0
7042,8418,REEDS,SAND,Sand,,MAJOR,1112900,274090.8,6097291.56,54,138.5172562,-35.2420235,138.5172459,-35.2420094,0
1968,3053,CORE SHED,Cu,Copper,,MAJOR,374447,706989.7,6519533.44,53,137.17803659999998,-31.440425399999995,137.1780267,-31.4404113,0
486,486,MOORKITABIE,KAO,Kaolin,,MAJOR,210362,443940.7,6351821.57,53,134.400099,-32.9705193,134.4000895,-32.970505100000004,0
475,477,WINCKEL AND GASKELL,Cu,Copper,,MAJOR,210358,627820.77,6279681.48,53,136.37788569999998,-33.6149844,136.37787580000003,-33.614970299999996,0
2395,3421,HIGHBURY RIVERVIEW,LMST,Limestone,,MINOR,476563,293350.73,6141651.5,54,138.7398102,-34.846483500000005,138.7397999,-34.8464694,0
403,421,POVERTY FLAT,CALI,Calcrete,,MINOR,210430,379179.2,6449173.17,53,133.71970109999998,-32.087276300000006,133.71969170000003,-32.087262100000004,0
8423,9495,KAPPERNA,Fe,Iron,,MAJOR,1797355,584130.71,6195686.51,53,135.91506569999999,-34.376782399999996,135.9150559,-34.3767682,0
1602,1861,FARGOS,SHA,Shale,,MINOR,242710,314761.12,6148534.92,54,138.9753642,-34.7885755,138.97535380000002,-34.7885614,0
8997,10018,BLYTH,CLAY,Clay,,MAJOR,1904441,270210.75,6250921.48,54,138.5161503,-33.8570175,138.51613999999998,-33.857003399999996,0
9410,10366,SHELL LAGOON,DIA,Diamond,,MAJOR,1997056,660280.73,6573371.52,53,136.67815469999996,-30.9622714,136.6781449,-30.962257300000005,0
6482,7930,READYMIX NOARLUNGA,LMST,Limestone,,MAJOR,838046,275700.8,6104851.49,54,138.53699419999998,-35.1742795,138.53698390000002,-35.174265399999996,0
488,488,YARRANNA,KAO,Kaolin,,MAJOR,210345,460530.76,6458871.49,53,134.582115,-32.0055623,134.58210549999998,-32.005548100000006,0
4676,5983,BISMARK,KAO,Kaolin,,MAJOR,479128,281220.77,6357851.48,54,138.6610244,-32.8956825,138.6610142,-32.8956684,0
9454,10404,MICHELL,CALI,Calcrete,,MINOR,1997207,457600.61,5964701.45,54,140.5267888,-36.4620136,140.526778,-36.461999600000006,0
6975,8360,WHITE HILL NORTH,Fe,Iron,,MAJOR,1081949,546900.79,6722901.48,53,135.48445800000002,-29.622897299999998,135.48444840000002,-29.6228832,0
8096,9246,YARRAWURTA CLIFF,OPAL,Opal,,MAJOR,1754496,711560.71,6662301.55,53,137.1966217,-30.1522924,137.1966118,-30.1522783,0
1639,1891,GOLDEN HOPE,Au,Gold,,MAJOR,242657,314313.25,6147952.98,54,138.97034319999997,-34.7937385,138.97033280000002,-34.7937244,0
2549,3559,BISMARK ALLUVIALS,Au,Gold,,MAJOR,476702,303150.67,6153241.45,54,138.84964119999998,-34.7439865,138.84963080000003,-34.7439724,0
4629,5935,TORRENS,Au,Gold,,MINOR,479080,308410.74,6144901.52,54,138.90516719999997,-34.8201445,138.90515680000001,-34.820130400000004,0
8438,9511,HALLETT HILL,CLAY,Clay,,MAJOR,1803857,301247.32,6289314.11,54,138.8600073,-33.5172865,138.859997,-33.517272399999996,0
6329,7792,CLINTON CENTRE,SAND,Sand,,MAJOR,832604,772800.39,6206351.49,53,137.9622104,-34.2482114,137.96220019999998,-34.2481973,0
8609,9679,MULGUNDAWA,SALT,Salt,,MAJOR,1816046,243860.89,6271401.5,54,138.2375334,-33.6664524,138.2375232,-33.666438299999996,0
273,290,LADY FRANKLIN,Ag,Silver,,MINOR,209866,546060.74,6183291.49,53,135.5016768,-34.4909554,135.5016671,-34.4909412,1
3949,5218,DAVIES,Ni,Nickel,,MAJOR,478362,525530.86,7102161.57,52,129.2555438,-26.199823199999997,129.2555351,-26.199809,0
10195,11082,RICHARDS,HMIN,Heavy Minerals,,MAJOR,2016836,338856.0,6100729.05,54,139.2293361,-35.2235515,139.2293256,-35.2235374,0
253,272,COOLIBAR,GNSS,Gneiss,,MAJOR,209861,585170.7,6185531.47,53,135.92738669999997,-34.4682664,135.9273769,-34.4682522,0
5102,6493,ORAPARINNA CREEK,Cu,Copper,,MAJOR,479639,284680.77,6524621.55,54,138.7354764,-31.3930335,138.7354662,-31.393019399999996,0
4457,5793,ECLIPSE,Au,Gold,,MAJOR,478938,299630.74,6133531.51,54,138.8065072,-34.9209095,138.80649680000002,-34.9208954,0
4393,5728,THREE STAR,Au,Gold,,MAJOR,478873,377700.71,6428126.54,54,139.7013452,-32.2769415,139.7013348,-32.2769275,0
4072,5338,POPE,CALI,Calcrete,,MAJOR,478482,335145.62,6108704.83,54,139.1901791,-35.1510655,139.1901687,-35.1510514,0
10646,11476,IGLOO,CALI,Calcrete,,MAJOR,2076554,664113.88,6258735.28,53,136.7728506,-33.7988394,136.7728407,-33.7988253,0
9136,10126,PARNAROO SOUTH NO.2,MSLT,Metasiltstone,,MAJOR,1983509,320320.73,6344511.5,54,139.0762123,-33.023067499999996,139.076202,-33.0230534,0
8965,9986,ZADOW,SAND,Sand,,MAJOR,1904220,373970.68,6198821.52,54,139.6297711,-34.3442625,139.6297606,-34.3442485,0
5686,7219,MATTA,Cu,Copper,,MAJOR,1165973,750106.47,6237650.45,53,137.70703840000002,-33.9719564,137.70702830000002,-33.971942299999995,0
2582,3589,EMILY ALLUVIALS,Au,Gold,,MAJOR,476732,307325.99,6160200.42,54,138.8968132,-34.6820705,138.89680280000002,-34.6820564,0
4064,5330,MONARTO 4,GRNT,Granite,,MAJOR,478474,333890.67,6112571.55,54,139.1771851,-35.1160095,139.1771747,-35.115995399999996,0
2476,3478,WHITINGS,CLAY,Clay,,MAJOR,476621,290950.74,6143501.52,54,138.71404019999997,-34.8293235,138.7140299,-34.8293094,0
2248,3315,CAPPERS,LMST,Limestone,,MAJOR,476457,286520.77,6129521.55,54,138.66206619999997,-34.954364500000004,138.6620559,-34.954350399999996,0
6161,7629,TRENNAMAN,SAND,Sand,,MAJOR,831058,459730.63,6209001.5,54,140.56260600000002,-34.259342600000004,140.56259540000002,-34.2593286,0
6020,7513,LAKE HAWDON NORTH,LMST,Limestone,,MAJOR,830802,405340.61,5885881.49,54,139.9337819,-37.168693499999996,139.9337712,-37.168679499999996,0
4943,6326,FARGNERS,FEORE,Iron Ore,,MAJOR,479472,273926.25,6559713.79,54,138.6303645,-31.074625399999995,138.6303544,-31.0746113,0
4494,5822,GOLDEN VIEW,Au,Gold,,MAJOR,478967,304880.72,6145571.5,54,138.8667492,-34.8134365,138.8667388,-34.8134224,0
8206,9320,BARNS,Fe,Iron,,MAJOR,1763990,563531.44,6159293.13,53,135.6937477,-34.7064284,135.6937379,-34.706414200000005,0
52,74,MOUNT DAVIES NO.5,AGA,Agate,,MINOR,209605,524437.01,7105001.47,52,129.2445418,-26.1741992,129.2445331,-26.174185,0
1005,948,BIG BIMBA,Be,Beryllium,,MINOR,209920,427510.69,6463881.52,54,140.2329082,-31.9587335,140.23289780000002,-31.9587195,0
2560,3570,CLARKS DELORAINE,Au,Gold,,MAJOR,476713,307345.69,6155336.54,54,138.89591819999998,-34.7259065,138.89590780000003,-34.7258924,0
8228,9332,WHYTE YARCOWIE,SLST,Siltstone,,MAJOR,1765709,302760.7,6321631.5,54,138.88336230000002,-33.2262695,138.883352,-33.2262554,0
10998,11796,MARANATHA,GNSS,Gneiss,,MAJOR,2097802,333808.35,6127343.16,54,139.1792401,-34.9828625,139.17922969999998,-34.9828484,0
5006,6400,MORALANA SOUTH,BAR,Barite,,MAJOR,479546,263500.79,6500471.47,54,138.5071235,-31.606595399999996,138.5071134,-31.606581300000002,0
9523,10468,BOMB ALLEY,GYPS,Gypsum,,MAJOR,1997369,723770.57,6039791.53,53,137.4751094,-35.7604814,137.4750992,-35.760467299999995,0
2432,3443,TEA TREE GULLY NO.4,CLAY,Clay,,MAJOR,1437978,291080.77,6144341.5,54,138.71567019999998,-34.8217815,138.71565990000002,-34.8217674,0
5134,6525,CASTLE ROCK,Mn,Manganese,,MAJOR,479671,328610.67,6500641.51,54,139.19311340000002,-31.6166135,139.1931031,-31.6165995,0
8628,9697,MALLEE GROVE,MSLT,Metasiltstone,,MAJOR,1816163,252426.25,6286945.6,54,138.3341374,-33.528434399999995,138.33412719999998,-33.5284203,0
9925,10825,MANNA VALE,CLAY,Clay,,MAJOR,2015933,280858.39,6347153.85,54,138.6546074,-32.9920265,138.65459719999998,-32.9920124,0
7202,8509,POWELLS,SALT,Salt,,MAJOR,1137098,401700.58,5871701.56,54,139.8909179,-37.2961125,139.8909072,-37.2960984,0
9014,10032,BUCCLEUCH,CALI,Calcrete,,MAJOR,1905371,395980.65,6088941.46,54,139.85539,-35.3373735,139.8553794,-35.3373595,0
7449,8723,GROTH NO.1,CALI,Calcrete,,MAJOR,1224933,356936.83,6146436.47,54,139.4358071,-34.8142865,139.4357966,-34.8142724,0
3788,4979,THREE CHAIN NO.2,GYPS,Gypsum,,MAJOR,478123,739800.52,6028401.48,53,137.6556663,-35.8592884,137.6556561,-35.859274299999996,0
9754,10667,DASHWOOD GULLY,QTZE,Quartzite,,MAJOR,2010878,288400.71,6106921.57,54,138.67687619999998,-35.1583835,138.6768658,-35.1583694,0
1310,1566,WHEAL FORTUNE,Cu,Copper,,MAJOR,239843,317440.68,6113191.49,54,138.9969002,-35.1075745,138.9968898,-35.1075604,0
6532,7969,CONCORDIA,CLAY,Clay,,MAJOR,838532,299250.75,6171181.48,54,138.81132319999998,-34.5815635,138.8113129,-34.5815494,0
3834,5055,W.A. ALLEN,Cu,Copper,,MAJOR,478199,757850.44,6229601.46,53,137.79314440000002,-34.0425914,137.79313430000002,-34.0425773,0
1793,2113,GREAT PINDELPANA,Ag,Silver,,MINOR,477310,335278.34,6671866.36,54,139.2909844,-30.073252500000002,139.2909742,-30.073238500000002,1
3617,4722,GRANITE ISLAND,GRNT,Granite,,MAJOR,477866,285430.72,6061871.46,54,138.63246819999998,-35.5636205,138.63245780000003,-35.563606400000005,0
3433,4549,BREMERS,Au,Gold,,MAJOR,477693,299620.66,6120041.52,54,138.80315119999997,-35.042463500000004,138.8031408,-35.0424494,0
2578,3585,EASTER GIFT,Au,Gold,,MAJOR,476728,305374.19,6155630.19,54,138.87446719999997,-34.7228865,138.87445680000002,-34.7228724,0
2001,3086,LAKE VIEW,Au,Gold,,MAJOR,374501,510942.79,6559116.5,53,135.1147469,-31.101744300000004,135.1147373,-31.101730100000005,0
7157,8484,MORGANS,Ag,Silver,,MINOR,1132286,674610.74,6388151.48,53,136.8613176,-32.6304414,136.86130769999997,-32.6304273,1
68,86,PELICAN BAY,CELES,Celestite,,MAJOR,209620,740729.52,6744173.46,53,137.48097669999999,-29.408689399999997,137.4809668,-29.408675300000002,0
6213,7681,CHILMANS,SLAT,Slate,,MAJOR,831134,302900.69,6338881.49,54,138.88859330000003,-33.0708035,138.888583,-33.070789399999995,0
10935,11736,TARAKAN,HMIN,Heavy Minerals,,MAJOR,2096571,453110.63,6149066.5,54,140.4874026,-34.7995456,140.4873919,-34.7995316,0
5324,6778,YARRANNA SOUTH,U,Uranium,,MAJOR,479924,439475.78,6449251.56,53,134.358598,-32.0914153,134.3585885,-32.0914011,0
7557,8828,PINE RIDGE,U,Uranium,,MAJOR,1421320,310284.42,6150950.12,54,138.9270072,-34.7659865,138.9269968,-34.765972399999995,0
6912,8302,PEKINA HONEY,SDST,Sandstone,,MAJOR,1076103,272100.77,6365441.53,54,138.56546740000002,-32.825416499999996,138.5654572,-32.825402399999994,0
10327,11197,NORTH MIDDLEBACKS,Fe,Iron,,MAJOR,2018170,699885.17,6339038.83,53,137.1411976,-33.06887639999999,137.1411876,-33.0688623,0
4857,6230,STARS AND STRIPES,Au,Gold,,MAJOR,479375,319892.45,6372033.61,54,139.0770003,-32.7748735,139.07699,-32.7748594,0
502,500,DESTREES BAY,HMIN,Heavy Minerals,,MAJOR,210334,736551.34,6023281.69,53,137.62123730000002,-35.9061904,137.6212271,-35.9061763,0
8771,9818,WALLOWAY CLUSTER,DIA,Diamond,,MAJOR,1852099,273530.7,6390531.56,54,138.5868304,-32.599582500000004,138.58682019999998,-32.5995684,0
10097,10991,WALKER FLAT NO.3,CALI,Calcrete,,MAJOR,2016679,366508.89,6154048.07,54,139.5416411,-34.7469695,139.5416306,-34.7469555,0
4445,5783,CUDLEE CREEK,Au,Gold,,MAJOR,478928,300100.69,6142351.56,54,138.8137552,-34.8415245,138.8137448,-34.8415104,0
932,906,CHICK IN GREEN,FELD,Feldspar,,MAJOR,210505,422850.72,6447431.46,54,140.1822822,-32.1068195,140.18227180000002,-32.1068055,0
3352,4446,MUNTU,Cu,Copper,,MAJOR,477590,768832.99,6693567.96,53,137.7828676,-29.8591664,137.7828577,-29.859152299999998,0
7772,8998,FITTON TALC Z,TALC,Talc,,MAJOR,1621619,348765.73,6688941.5,54,139.43329440000002,-29.9209585,139.4332842,-29.9209445,0
3211,4285,LADY MARY,Cu,Copper,,MAJOR,477428,291000.77,6602091.51,54,138.8179025,-30.6956784,138.8178924,-30.6956644,0
1365,1601,LADY JANE,As,Arsenic,,MINOR,239995,326047.56,6118722.75,54,139.0924512,-35.059248499999995,139.0924408,-35.0592344,0
3810,5006,BRENNAND,Fe,Iron,,MAJOR,478150,582000.74,6194551.46,53,135.8920097,-34.3871884,135.8919999,-34.387174200000004,0
7927,9120,MOUNT HOWDEN EAST,Cu,Copper,,MAJOR,1753714,426290.66,6468101.46,54,140.22032019999997,-31.9205865,140.22030980000002,-31.9205725,0
3594,4700,WATERLOO,Au,Gold,,MAJOR,477844,301360.69,6120081.57,54,138.8222252,-35.042446500000004,138.8222148,-35.042432399999996,0
10889,11695,CORUNNA SOUTH,Ni,Nickel,,MAJOR,2096034,687152.01,6388501.17,53,136.9948676,-32.6252364,136.99485769999998,-32.6252223,0
1846,2181,IRONCLAD,Au,Gold,,MAJOR,479238,321180.67,6371386.55,54,139.0906233,-32.7809175,139.090613,-32.7809034,0
7716,8955,BROOKES DAM,Au,Gold,,MAJOR,1620505,443322.72,6494479.47,54,140.4020062,-31.6835925,140.4019957,-31.683578499999996,0
5641,7173,OLD MILTALIE,Mn,Manganese,,MAJOR,480319,671060.71,6290291.5,53,136.8417886,-33.5132674,136.8417787,-33.5132533,0
4785,6132,MOSTYN,Au,Gold,,MAJOR,479277,351840.69,6426436.51,54,139.42656430000002,-32.2890605,139.426554,-32.289046500000005,0
1074,991,CROCKER ORIGINAL,U,Uranium,,MAJOR,209748,386850.63,6457501.46,54,139.80195619999998,-32.012952500000004,139.8019458,-32.012938500000004,0
10881,11687,MOUNT DICKINSON,COR,Corundum,,MAJOR,2092971,348693.5,6654825.53,54,139.4276864,-30.2287135,139.42767619999998,-30.2286995,0
6943,8328,PENRHYN,Fe,Iron,,MAJOR,1081600,512560.78,6745441.51,53,135.1294881,-29.4202892,135.1294786,-29.420275099999998,0
9777,10690,FINNIS POINT NO.2,MSLT,Metasiltstone,,MAJOR,2011115,296230.74,6212141.53,54,138.7881563,-34.2118545,138.78814599999998,-34.2118404,0
6542,7976,TORRENS MINING NO.2,SDST,Sandstone,,MINOR,839518,308930.65,6142401.51,54,138.9102792,-34.842771500000005,138.9102688,-34.842757399999996,0
764,773,MALDORKY,Fe,Iron,,MAJOR,210131,465390.66,6413301.49,54,140.6319166,-32.4168231,140.6319061,-32.4168091,0
980,936,AMEROO HILL SOUTH,Zn,Zinc,,MAJOR,209934,423990.85,6444611.78,54,140.1941422,-32.132332500000004,140.1941318,-32.1323185,0
2792,3754,BURDUNGA,COAL,Coal,,MAJOR,476897,219401.08,6666311.51,53,132.0883004,-30.1022053,132.08829129999998,-30.102191100000002,0
9484,10429,LAKE MILLYERA,PALY,Palygorskite,,MAJOR,1997235,400500.72,6566101.47,54,139.9574033,-31.034557500000002,139.957393,-31.034543499999998,0
1677,1966,ARTIPENA NO.5,BAR,Barite,,MAJOR,252310,333050.74,6509531.54,54,139.2414104,-31.537095500000003,139.2414001,-31.5370815,0
3215,4294,LESLIE WELL,Cu,Copper,,MAJOR,477437,264558.35,6661106.28,54,138.5553375,-30.1586864,138.5553274,-30.1586723,0
99,116,VENUS,OPAL,Opal,,MAJOR,209700,470779.47,6789523.42,53,134.6999311,-29.0221483,134.6999216,-29.022134100000002,0
3567,4673,SPRINGS NO.1,QTZE,Quartzite,,MAJOR,477817,306646.1,6117417.99,54,138.8795152,-35.0674745,138.8795048,-35.0674604,0
10604,11437,BENAGERIE G3,Au,Gold,,MINOR,2070661,446622.9,6515279.77,54,140.43795219999998,-31.4960915,140.4379418,-31.496077500000002,0
4594,5904,RADNOTI,SDST,Sandstone,,MAJOR,479049,305754.3,6149712.08,54,138.8772512,-34.7762905,138.8772408,-34.77627639999999,0
4763,6092,INKERMAN,Au,Gold,,MAJOR,479237,350770.64,6425971.53,54,139.4151313,-32.2931115,139.415121,-32.293097499999995,0
7887,9099,PORTULACCA RIDGE,Pb,Lead,,MAJOR,1751574,646130.77,6548831.5,53,136.5335997,-31.185458399999998,136.5335899,-31.185444300000004,0
9359,10321,HINDMARSH TIERS,GRVL,Gravel,,MAJOR,1989894,283090.77,6071281.53,54,138.6091862,-35.4783375,138.6091758,-35.4783234,0
6628,8058,SALTIA CREEK,SAND,Sand,,MAJOR,846432,768380.6,6400261.02,53,137.8565385,-32.5025544,137.8565284,-32.5025403,0
7321,8604,HUMPHRIS,GRVL,Gravel,,MAJOR,1198333,261750.83,6310671.57,54,138.4407394,-33.3167665,138.4407292,-33.3167524,0
3566,4672,LIEBELT,Au,Gold,,MAJOR,477816,298120.7,6117151.5,54,138.7860142,-35.0682055,138.78600380000003,-35.068191399999996,0
7818,9042,POINT LOWLY,QTZE,Quartzite,,MAJOR,1732527,756790.63,6348158.64,53,137.7476835,-32.974757399999994,137.74767340000002,-32.9747433,0
6456,7904,STAFFORD AND BLACKALL,LMST,Limestone,,MAJOR,837365,470670.56,5812741.43,54,140.6666997,-37.8322786,140.6666888,-37.8322646,0
1797,2115,BLACK QUEEN WEST,Cu,Copper,,MAJOR,268266,334700.74,6660351.54,54,139.2831974,-30.1770425,139.2831872,-30.1770285,0
1,21,HARVEYS RETURN,Cu,Copper,,MAJOR,210458,251431.67,6581960.86,54,138.4002235,-30.869545399999996,138.4002134,-30.869531300000002,0
4442,5781,CONROYS,Au,Gold,,MAJOR,478926,299070.7,6152501.49,54,138.8049242,-34.7498595,138.8049139,-34.7498454,0
7294,8578,WOODS NO.3,SAND,Sand,,MAJOR,1188338,286050.71,6170351.57,54,138.66730230000002,-34.5863765,138.667292,-34.5863624,0
248,267,COONTA CREEK,SAND,Sand,,MAJOR,209845,597380.71,6193751.53,53,136.0593817,-34.3930674,136.0593719,-34.3930532,0
9243,10230,CHILDARA CHI 22,GRNT,Granite,,MAJOR,2007082,477970.78,6471321.52,53,134.767045,-31.8937143,134.7670355,-31.8937001,0
9820,10729,PINEVALE,GYPS,Gypsum,,MAJOR,2013013,376001.97,6188980.08,54,139.6504271,-34.4332365,139.6504166,-34.4332225,0
7238,8542,OAKLEY,SLST,Siltstone,,MINOR,1147610,321100.73,6157751.47,54,139.04657619999998,-34.7066435,139.0465658,-34.7066294,0
6075,7562,MOUNT BURR FOREST,SDST,Sandstone,,MINOR,830876,456760.57,5842361.5,54,140.5103897,-37.5647586,140.5103788,-37.5647446,0
778,787,DALKEY CENTRAL,Cu,Copper,,MAJOR,210112,459255.71,6420281.55,54,140.5669711,-32.3536485,140.5669606,-32.3536345,0
4357,5656,GREAT EASTERN,Au,Gold,,MAJOR,478801,429320.65,6398981.44,54,140.2472451,-32.5442905,140.24723459999998,-32.5442765,0
2209,3267,MAINWOOD,Au,Gold,,MAJOR,453734,376729.41,6720973.49,53,133.7265792,-29.6350683,133.72656990000002,-29.6350541,0
3386,4481,LAKE EYRE SOUTH NO.3,BAR,Barite,,MINOR,477625,724862.35,6737426.47,53,137.3189467,-29.4724774,137.3189368,-29.472463300000005,0
1490,1718,JOHNSONS ALLUVIALS,Au,Gold,?,MAJOR,239770,321006.97,6174675.25,54,139.04912819999998,-34.5540975,139.0491178,-34.554083399999996,0
1658,1933,MOUNT GRAINGER,Au,Gold,?,MAJOR,251927,320446.55,6370549.04,54,139.08262630000002,-32.7883485,139.082616,-32.7883344,0
192,210,CARRAMAR,MAGS,Magnesite,,MAJOR,209804,570810.75,6180911.53,53,135.7714247,-34.5110124,135.7714149,-34.5109982,0
3220,4300,MANDARIN,Cu,Copper,,MAJOR,477443,289330.78,6647151.51,54,138.80960249999998,-30.2890654,138.8095924,-30.289051399999998,0
2018,3095,MOOLA,Cu,Copper,,MAJOR,2007045,704090.66,6332141.46,53,137.1877596,-33.1302654,137.18774960000002,-33.130251300000005,0
1154,1046,MINBRIE SPRINGS,Cu,Copper,,MAJOR,13544,676105.67,6289741.47,53,136.89618959999999,-33.5174064,136.89617959999998,-33.517392300000004,0
8176,9301,SCHMIDTS NO.1,SAND,Sand,,MAJOR,1762968,258110.32,6279567.07,54,138.39328940000001,-33.5962185,138.3932792,-33.5962044,0
8275,9363,WATKINS,Au,Gold,,MAJOR,1765893,318147.87,6372552.58,54,139.0584843,-32.7699075,139.058474,-32.7698934,0
6519,7961,SEMMLER,SAND,Sand,,MAJOR,838157,284800.74,6175101.56,54,138.65488630000002,-34.543315500000006,138.654876,-34.5433014,0
4734,6062,GOLDEN MORN,Au,Gold,,MAJOR,479207,318457.47,6373147.46,54,139.0619043,-32.7645955,139.061894,-32.764581400000004,0
6287,7750,BLACK HILL ROCLA,NORT,Norite,,MAJOR,831672,357260.65,6162051.52,54,139.4419921,-34.673570500000004,139.4419816,-34.6735564,0
7843,9060,WEAMPA,U,Uranium,,MAJOR,1746413,431980.62,5983951.46,54,140.2425519,-36.2870066,140.24254119999998,-36.286992600000005,0
4255,5526,OLD NOARLUNGA,MSLT,Metasiltstone,,MAJOR,478670,272661.48,6103071.73,54,138.5031572,-35.189629499999995,138.5031469,-35.1896154,0
2348,3389,MARYBANK,Au,Gold,,MAJOR,476531,291411.81,6136302.96,54,138.7172862,-34.8942805,138.7172759,-34.8942664,0
10690,11516,WEST WELL,Au,Gold,,MAJOR,2078434,379974.29,6661084.43,53,133.7533822,-30.1757413,133.7533728,-30.1757271,0
5535,7073,COWELL JADE 1,JADE,Jade,,MAJOR,480219,680410.66,6294521.55,53,136.94155759999998,-33.4735984,136.9415476,-33.4735843,0
276,293,VIEW FIELD,GRVL,Gravel,,MAJOR,209879,570731.01,6161328.27,53,135.7721887,-34.6876044,135.7721789,-34.6875902,0
9667,10599,BILLEROO CARBONATITE,Cu,Copper,,MAJOR,2009414,397190.68,6475811.51,54,139.9133652,-31.8487775,139.9133548,-31.8487635,0
2308,3358,POULTONS WEST,SHA,Shale,,MINOR,476500,292840.77,6147741.55,54,138.7357392,-34.791504499999995,138.7357289,-34.7914904,0
3638,4765,LEAK,SAND,Sand,,MAJOR,477909,288490.76,6172581.52,54,138.69444230000002,-34.5667885,138.694432,-34.5667744,0
3873,5117,KLEIN POINT,LMST,Limestone,,MAJOR,478261,752010.49,6128221.43,53,137.75990339999998,-34.9572234,137.7598932,-34.9572093,0
109,126,EMU,OPAL,Opal,,MAJOR,209671,475980.78,6785266.49,53,134.7532521,-29.0606793,134.7532426,-29.0606652,0
2419,3433,PICCADILLY,Au,Gold,,MAJOR,476575,292095.99,6125911.79,54,138.72217949999998,-34.9880494,138.72216919999997,-34.98803529999999,0
2897,3893,HANSEL MUNDY,Au,Gold,,MAJOR,477036,320507.67,6283448.49,54,139.0660993,-33.5735705,139.06608899999998,-33.5735564,0
10424,11281,POVERTY LAKE,Cu,Copper,,MAJOR,2045504,446586.67,6613983.51,54,140.4427842,-30.6055135,140.44277380000003,-30.6054995,0
8807,9845,CROZIERS,Cu,Copper,,MAJOR,1852426,447451.54,6507368.05,54,140.4462562,-31.567509499999996,140.4462458,-31.567495500000003,0
8053,9202,HOME RULE FLAT,Au,Gold,,MAJOR,1754437,278920.21,6573567.35,54,138.6856945,-30.950675399999994,138.6856844,-30.9506613,0
10242,11117,ARAKCAN NO.2,CLAY,Clay,,MAJOR,2017820,339808.74,6373446.7,54,139.2898023,-32.765215500000004,139.289792,-32.7652015,0
10472,11325,PECULIAR KNOB NORTH,REE,Rare Earths,,MINOR,2056142,537863.77,6729305.51,53,135.39088999999998,-29.5654093,135.39088040000001,-29.565395199999998,0
6679,8103,SPRINGVALE ESTATES,GRVL,Gravel,,MINOR,854159,281780.73,6085011.47,54,138.5984332,-35.354359499999994,138.5984229,-35.3543454,0
7563,8834,TWO WELLS,SAND,Sand,,MAJOR,1421503,279160.75,6171231.51,54,138.5924673,-34.5769895,138.592457,-34.576975399999995,0
2156,3206,BLINMAN,Cu,Copper,,MAJOR,425010,278107.78,6558377.53,54,138.6738695,-31.087470399999997,138.6738594,-31.087456300000003,0
6740,8154,BEECROFT,SDST,Sandstone,,MAJOR,906739,574820.76,6173021.54,53,135.8158007,-34.581874400000004,135.8157909,-34.5818602,0
